store_id,menu_item_id,sales_date,quantity_sold
store_1,item_1,2023-08-11,110.43
store_1,item_1,2023-08-12,117.12
store_1,item_1,2023-08-13,104.94
store_1,item_1,2023-08-14,83.67
store_1,item_1,2023-08-15,95.46
store_1,item_1,2023-08-16,85.05
store_1,item_1,2023-08-17,86.36
store_1,item_1,2023-08-18,111.0
store_1,item_1,2023-08-19,107.75
store_1,item_1,2023-08-20,105.19
store_1,item_1,2023-08-21,92.81
store_1,item_1,2023-08-22,90.47
store_1,item_1,2023-08-23,102.02
store_1,item_1,2023-08-24,89.24
store_1,item_1,2023-08-25,104.3
store_1,item_1,2023-08-26,106.64
store_1,item_1,2023-08-27,106.91
store_1,item_1,2023-08-28,95.8
store_1,item_1,2023-08-29,82.91
store_1,item_1,2023-08-30,95.05
store_1,item_1,2023-08-31,90.26
store_1,item_1,2023-09-01,113.1
store_1,item_1,2023-09-02,109.03
store_1,item_1,2023-09-03,111.91
store_1,item_1,2023-09-04,91.21
store_1,item_1,2023-09-05,95.4
store_1,item_1,2023-09-06,101.58
store_1,item_1,2023-09-07,89.62
store_1,item_1,2023-09-08,109.03
store_1,item_1,2023-09-09,107.18
store_1,item_1,2023-09-10,117.63
store_1,item_1,2023-09-11,91.34
store_1,item_1,2023-09-12,89.9
store_1,item_1,2023-09-13,90.72
store_1,item_1,2023-09-14,92.98
store_1,item_1,2023-09-15,105.94
store_1,item_1,2023-09-16,108.12
store_1,item_1,2023-09-17,110.79
store_1,item_1,2023-09-18,93.28
store_1,item_1,2023-09-19,98.07
store_1,item_1,2023-09-20,92.36
store_1,item_1,2023-09-21,92.98
store_1,item_1,2023-09-22,111.61
store_1,item_1,2023-09-23,121.53
store_1,item_1,2023-09-24,106.42
store_1,item_1,2023-09-25,103.82
store_1,item_1,2023-09-26,88.33
store_1,item_1,2023-09-27,95.45
store_1,item_1,2023-09-28,92.65
store_1,item_1,2023-09-29,106.52
store_1,item_1,2023-09-30,114.15
store_1,item_1,2023-10-01,113.7
store_1,item_1,2023-10-02,92.14
store_1,item_1,2023-10-03,84.13
store_1,item_1,2023-10-04,92.55
store_1,item_1,2023-10-05,95.39
store_1,item_1,2023-10-06,110.96
store_1,item_1,2023-10-07,114.78
store_1,item_1,2023-10-08,120.71
store_1,item_1,2023-10-09,96.96
store_1,item_1,2023-10-10,97.78
store_1,item_1,2023-10-11,95.74
store_1,item_1,2023-10-12,100.91
store_1,item_1,2023-10-13,113.95
store_1,item_1,2023-10-14,115.09
store_1,item_1,2023-10-15,120.44
store_1,item_1,2023-10-16,96.38
store_1,item_1,2023-10-17,93.94
store_1,item_1,2023-10-18,97.57
store_1,item_1,2023-10-19,101.07
store_1,item_1,2023-10-20,114.15
store_1,item_1,2023-10-21,116.99
store_1,item_1,2023-10-22,108.39
store_1,item_1,2023-10-23,91.25
store_1,item_1,2023-10-24,92.91
store_1,item_1,2023-10-25,89.35
store_1,item_1,2023-10-26,96.29
store_1,item_1,2023-10-27,109.84
store_1,item_1,2023-10-28,118.19
store_1,item_1,2023-10-29,105.63
store_1,item_1,2023-10-30,103.71
store_1,item_1,2023-10-31,91.08
store_1,item_1,2023-11-01,89.84
store_1,item_1,2023-11-02,91.96
store_1,item_1,2023-11-03,122.09
store_1,item_1,2023-11-04,112.18
store_1,item_1,2023-11-05,115.08
store_1,item_1,2023-11-06,95.36
store_1,item_1,2023-11-07,95.88
store_1,item_1,2023-11-08,93.85
store_1,item_1,2023-11-09,96.68
store_1,item_1,2023-11-10,115.15
store_1,item_1,2023-11-11,121.12
store_1,item_1,2023-11-12,103.4
store_1,item_1,2023-11-13,104.68
store_1,item_1,2023-11-14,99.32
store_1,item_1,2023-11-15,94.89
store_1,item_1,2023-11-16,94.04
store_1,item_1,2023-11-17,118.24
store_1,item_1,2023-11-18,114.22
store_1,item_1,2023-11-19,105.45
store_1,item_1,2023-11-20,98.79
store_1,item_1,2023-11-21,102.74
store_1,item_1,2023-11-22,101.36
store_1,item_1,2023-11-23,93.99
store_1,item_1,2023-11-24,106.66
store_1,item_1,2023-11-25,111.79
store_1,item_1,2023-11-26,129.74
store_1,item_1,2023-11-27,89.59
store_1,item_1,2023-11-28,93.15
store_1,item_1,2023-11-29,99.38
store_1,item_1,2023-11-30,96.84
store_1,item_1,2023-12-01,122.44
store_1,item_1,2023-12-02,133.61
store_1,item_1,2023-12-03,119.27
store_1,item_1,2023-12-04,105.69
store_1,item_1,2023-12-05,106.82
store_1,item_1,2023-12-06,101.84
store_1,item_1,2023-12-07,98.71
store_1,item_1,2023-12-08,125.13
store_1,item_1,2023-12-09,132.9
store_1,item_1,2023-12-10,125.9
store_1,item_1,2023-12-11,106.56
store_1,item_1,2023-12-12,106.57
store_1,item_1,2023-12-13,104.92
store_1,item_1,2023-12-14,112.18
store_1,item_1,2023-12-15,121.6
store_1,item_1,2023-12-16,117.39
store_1,item_1,2023-12-17,116.32
store_1,item_1,2023-12-18,106.85
store_1,item_1,2023-12-19,111.81
store_1,item_1,2023-12-20,107.74
store_1,item_1,2023-12-21,105.02
store_1,item_1,2023-12-22,126.77
store_1,item_1,2023-12-23,125.46
store_1,item_1,2023-12-24,128.7
store_1,item_1,2023-12-25,113.44
store_1,item_1,2023-12-26,102.08
store_1,item_1,2023-12-27,95.2
store_1,item_1,2023-12-28,105.19
store_1,item_1,2023-12-29,119.72
store_1,item_1,2023-12-30,129.03
store_1,item_1,2023-12-31,121.3
store_1,item_2,2023-01-01,79.42
store_1,item_2,2023-01-02,81.22
store_1,item_2,2023-01-03,64.44
store_1,item_2,2023-01-04,78.28
store_1,item_2,2023-01-05,77.86
store_1,item_2,2023-01-06,91.6
store_1,item_2,2023-01-07,92.5
store_1,item_2,2023-01-08,83.32
store_1,item_2,2023-01-09,77.85
store_1,item_2,2023-01-10,71.3
store_1,item_2,2023-01-11,61.76
store_1,item_2,2023-01-12,74.35
store_1,item_2,2023-01-13,84.65
store_1,item_2,2023-01-14,95.67
store_1,item_2,2023-01-15,87.45
store_1,item_2,2023-01-16,74.31
store_1,item_2,2023-01-17,76.03
store_1,item_2,2023-01-18,72.76
store_1,item_2,2023-01-19,73.58
store_1,item_2,2023-01-20,93.12
store_1,item_2,2023-01-21,83.58
store_1,item_2,2023-01-22,85.41
store_1,item_2,2023-01-23,69.29
store_1,item_2,2023-01-24,81.31
store_1,item_2,2023-01-25,70.62
store_1,item_2,2023-01-26,73.42
store_1,item_2,2023-01-27,85.94
store_1,item_2,2023-01-28,87.41
store_1,item_2,2023-01-29,85.27
store_1,item_2,2023-01-30,76.47
store_1,item_2,2023-01-31,68.96
store_1,item_2,2023-02-01,67.41
store_1,item_2,2023-02-02,71.38
store_1,item_2,2023-02-03,84.99
store_1,item_2,2023-02-04,82.3
store_1,item_2,2023-02-05,87.38
store_1,item_2,2023-02-06,65.9
store_1,item_2,2023-02-07,82.84
store_1,item_2,2023-02-08,66.75
store_1,item_2,2023-02-09,70.98
store_1,item_2,2023-02-10,87.0
store_1,item_2,2023-02-11,97.45
store_1,item_2,2023-02-12,80.38
store_1,item_2,2023-02-13,74.95
store_1,item_2,2023-02-14,79.43
store_1,item_2,2023-02-15,72.7
store_1,item_2,2023-02-16,68.4
store_1,item_2,2023-02-17,88.52
store_1,item_2,2023-02-18,96.7
store_1,item_2,2023-02-19,85.99
store_1,item_2,2023-02-20,81.46
store_1,item_2,2023-02-21,75.57
store_1,item_2,2023-02-22,80.45
store_1,item_2,2023-02-23,75.38
store_1,item_2,2023-02-24,86.67
store_1,item_2,2023-02-25,97.3
store_1,item_2,2023-02-26,90.23
store_1,item_2,2023-02-27,75.15
store_1,item_2,2023-02-28,78.36
store_1,item_2,2023-03-01,78.94
store_1,item_2,2023-03-02,78.39
store_1,item_2,2023-03-03,82.38
store_1,item_2,2023-03-04,85.95
store_1,item_2,2023-03-05,85.86
store_1,item_2,2023-03-06,70.46
store_1,item_2,2023-03-07,70.0
store_1,item_2,2023-03-08,71.01
store_1,item_2,2023-03-09,76.05
store_1,item_2,2023-03-10,91.65
store_1,item_2,2023-03-11,89.17
store_1,item_2,2023-03-12,87.05
store_1,item_2,2023-03-13,80.77
store_1,item_2,2023-03-14,73.94
store_1,item_2,2023-03-15,79.09
store_1,item_2,2023-03-16,71.56
store_1,item_2,2023-03-17,91.28
store_1,item_2,2023-03-18,95.93
store_1,item_2,2023-03-19,76.18
store_1,item_2,2023-03-20,71.15
store_1,item_2,2023-03-21,77.4
store_1,item_2,2023-03-22,80.5
store_1,item_2,2023-03-23,75.46
store_1,item_2,2023-03-24,89.5
store_1,item_2,2023-03-25,97.31
store_1,item_2,2023-03-26,95.63
store_1,item_2,2023-03-27,70.12
store_1,item_2,2023-03-28,75.05
store_1,item_2,2023-03-29,76.28
store_1,item_2,2023-03-30,83.08
store_1,item_2,2023-03-31,93.62
store_1,item_2,2023-04-01,88.78
store_1,item_2,2023-04-02,90.4
store_1,item_2,2023-04-03,65.09
store_1,item_2,2023-04-04,79.35
store_1,item_2,2023-04-05,77.75
store_1,item_2,2023-04-06,80.58
store_1,item_2,2023-04-07,88.61
store_1,item_2,2023-04-08,89.97
store_1,item_2,2023-04-09,86.93
store_1,item_2,2023-04-10,68.8
store_1,item_2,2023-04-11,71.54
store_1,item_2,2023-04-12,65.46
store_1,item_2,2023-04-13,79.13
store_1,item_2,2023-04-14,78.49
store_1,item_2,2023-04-15,99.53
store_1,item_2,2023-04-16,80.56
store_1,item_2,2023-04-17,82.08
store_1,item_2,2023-04-18,70.05
store_1,item_2,2023-04-19,77.4
store_1,item_2,2023-04-20,70.84
store_1,item_2,2023-04-21,97.77
store_1,item_2,2023-04-22,89.63
store_1,item_2,2023-04-23,94.78
store_1,item_2,2023-04-24,75.0
store_1,item_2,2023-04-25,76.39
store_1,item_2,2023-04-26,77.71
store_1,item_2,2023-04-27,71.99
store_1,item_2,2023-04-28,83.04
store_1,item_2,2023-04-29,82.94
store_1,item_2,2023-04-30,89.71
store_1,item_2,2023-05-01,72.22
store_1,item_2,2023-05-02,63.94
store_1,item_2,2023-05-03,77.24
store_1,item_2,2023-05-04,68.58
store_1,item_2,2023-05-05,83.68
store_1,item_2,2023-05-06,89.28
store_1,item_2,2023-05-07,84.99
store_1,item_2,2023-05-08,75.31
store_1,item_2,2023-05-09,84.57
store_1,item_2,2023-05-10,72.81
store_1,item_2,2023-05-11,69.42
store_1,item_2,2023-05-12,90.43
store_1,item_2,2023-05-13,85.65
store_1,item_2,2023-05-14,89.65
store_1,item_2,2023-05-15,76.31
store_1,item_2,2023-05-16,74.57
store_1,item_2,2023-05-17,75.03
store_1,item_2,2023-05-18,75.71
store_1,item_2,2023-05-19,97.54
store_1,item_2,2023-05-20,88.3
store_1,item_2,2023-05-21,90.21
store_1,item_2,2023-05-22,79.11
store_1,item_2,2023-05-23,77.14
store_1,item_2,2023-05-24,72.99
store_1,item_2,2023-05-25,79.3
store_1,item_2,2023-05-26,85.24
store_1,item_2,2023-05-27,88.47
store_1,item_2,2023-05-28,85.75
store_1,item_2,2023-05-29,77.69
store_1,item_2,2023-05-30,80.77
store_1,item_2,2023-05-31,75.94
store_1,item_2,2023-06-01,82.61
store_1,item_2,2023-06-02,94.14
store_1,item_2,2023-06-03,95.01
store_1,item_2,2023-06-04,92.56
store_1,item_2,2023-06-05,71.37
store_1,item_2,2023-06-06,80.3
store_1,item_2,2023-06-07,80.77
store_1,item_2,2023-06-08,93.13
store_1,item_2,2023-06-09,106.37
store_1,item_2,2023-06-10,101.34
store_1,item_2,2023-06-11,108.99
store_1,item_2,2023-06-12,89.24
store_1,item_2,2023-06-13,72.26
store_1,item_2,2023-06-14,87.64
store_1,item_2,2023-06-15,85.86
store_1,item_2,2023-06-16,97.15
store_1,item_2,2023-06-17,91.52
store_1,item_2,2023-06-18,101.58
store_1,item_2,2023-06-19,71.93
store_1,item_2,2023-06-20,82.23
store_1,item_2,2023-06-21,79.25
store_1,item_2,2023-06-22,76.05
store_1,item_2,2023-06-23,104.57
store_1,item_2,2023-06-24,98.43
store_1,item_2,2023-06-25,99.51
store_1,item_2,2023-06-26,86.91
store_1,item_2,2023-06-27,82.33
store_1,item_2,2023-06-28,84.64
store_1,item_2,2023-06-29,86.46
store_1,item_2,2023-06-30,101.5
store_1,item_2,2023-07-01,100.1
store_1,item_2,2023-07-02,107.6
store_1,item_2,2023-07-03,88.62
store_1,item_2,2023-07-04,81.98
store_1,item_2,2023-07-05,77.87
store_1,item_2,2023-07-06,85.62
store_1,item_2,2023-07-07,99.79
store_1,item_2,2023-07-08,107.26
store_1,item_2,2023-07-09,103.66
store_1,item_2,2023-07-10,86.26
store_1,item_2,2023-07-11,82.51
store_1,item_2,2023-07-12,78.08
store_1,item_2,2023-07-13,81.47
store_1,item_2,2023-07-14,101.13
store_1,item_2,2023-07-15,90.1
store_1,item_2,2023-07-16,104.97
store_1,item_2,2023-07-17,92.82
store_1,item_2,2023-07-18,72.76
store_1,item_2,2023-07-19,75.49
store_1,item_2,2023-07-20,83.65
store_1,item_2,2023-07-21,95.87
store_1,item_2,2023-07-22,100.09
store_1,item_2,2023-07-23,98.44
store_1,item_2,2023-07-24,77.4
store_1,item_2,2023-07-25,88.97
store_1,item_2,2023-07-26,84.85
store_1,item_2,2023-07-27,79.74
store_1,item_2,2023-07-28,106.35
store_1,item_2,2023-07-29,96.29
store_1,item_2,2023-07-30,92.62
store_1,item_2,2023-07-31,83.48
store_1,item_2,2023-08-01,76.93
store_1,item_2,2023-08-02,77.83
store_1,item_2,2023-08-03,78.66
store_1,item_2,2023-08-04,92.56
store_1,item_2,2023-08-05,92.36
store_1,item_2,2023-08-06,87.12
store_1,item_2,2023-08-07,71.79
store_1,item_2,2023-08-08,78.92
store_1,item_2,2023-08-09,76.43
store_1,item_2,2023-08-10,79.32
store_1,item_2,2023-08-11,81.48
store_1,item_2,2023-08-12,87.52
store_1,item_2,2023-08-13,99.57
store_1,item_2,2023-08-14,78.0
store_1,item_2,2023-08-15,76.72
store_1,item_2,2023-08-16,78.79
store_1,item_2,2023-08-17,86.29
store_1,item_2,2023-08-18,100.05
store_1,item_2,2023-08-19,82.17
store_1,item_2,2023-08-20,84.02
store_1,item_2,2023-08-21,67.21
store_1,item_2,2023-08-22,71.54
store_1,item_2,2023-08-23,75.56
store_1,item_2,2023-08-24,76.5
store_1,item_2,2023-08-25,82.44
store_1,item_2,2023-08-26,80.77
store_1,item_2,2023-08-27,86.28
store_1,item_2,2023-08-28,79.89
store_1,item_2,2023-08-29,80.77
store_1,item_2,2023-08-30,83.85
store_1,item_2,2023-08-31,75.17
store_1,item_2,2023-09-01,94.28
store_1,item_2,2023-09-02,95.19
store_1,item_2,2023-09-03,87.66
store_1,item_2,2023-09-04,77.29
store_1,item_2,2023-09-05,78.65
store_1,item_2,2023-09-06,70.82
store_1,item_2,2023-09-07,83.58
store_1,item_2,2023-09-08,89.98
store_1,item_2,2023-09-09,90.61
store_1,item_2,2023-09-10,85.45
store_1,item_2,2023-09-11,71.49
store_1,item_2,2023-09-12,64.41
store_1,item_2,2023-09-13,75.68
store_1,item_2,2023-09-14,87.94
store_1,item_2,2023-09-15,85.12
store_1,item_2,2023-09-16,105.1
store_1,item_2,2023-09-17,97.29
store_1,item_2,2023-09-18,73.06
store_1,item_2,2023-09-19,75.57
store_1,item_2,2023-09-20,74.76
store_1,item_2,2023-09-21,83.98
store_1,item_2,2023-09-22,92.84
store_1,item_2,2023-09-23,96.17
store_1,item_2,2023-09-24,92.05
store_1,item_2,2023-09-25,74.91
store_1,item_2,2023-09-26,77.1
store_1,item_2,2023-09-27,73.44
store_1,item_2,2023-09-28,68.22
store_1,item_2,2023-09-29,94.36
store_1,item_2,2023-09-30,82.79
store_1,item_2,2023-10-01,88.96
store_1,item_2,2023-10-02,73.31
store_1,item_2,2023-10-03,78.73
store_1,item_2,2023-10-04,83.34
store_1,item_2,2023-10-05,81.55
store_1,item_2,2023-10-06,93.69
store_1,item_2,2023-10-07,87.18
store_1,item_2,2023-10-08,89.42
store_1,item_2,2023-10-09,73.9
store_1,item_2,2023-10-10,73.2
store_1,item_2,2023-10-11,73.54
store_1,item_2,2023-10-12,73.41
store_1,item_2,2023-10-13,88.0
store_1,item_2,2023-10-14,95.13
store_1,item_2,2023-10-15,85.1
store_1,item_2,2023-10-16,71.94
store_1,item_2,2023-10-17,67.67
store_1,item_2,2023-10-18,82.67
store_1,item_2,2023-10-19,71.62
store_1,item_2,2023-10-20,93.71
store_1,item_2,2023-10-21,92.79
store_1,item_2,2023-10-22,97.01
store_1,item_2,2023-10-23,74.57
store_1,item_2,2023-10-24,70.89
store_1,item_2,2023-10-25,67.85
store_1,item_2,2023-10-26,61.71
store_1,item_2,2023-10-27,91.25
store_1,item_2,2023-10-28,94.33
store_1,item_2,2023-10-29,92.81
store_1,item_2,2023-10-30,68.01
store_1,item_2,2023-10-31,80.86
store_1,item_2,2023-11-01,72.18
store_1,item_2,2023-11-02,71.14
store_1,item_2,2023-11-03,86.88
store_1,item_2,2023-11-04,90.88
store_1,item_2,2023-11-05,83.07
store_1,item_2,2023-11-06,75.51
store_1,item_2,2023-11-07,77.85
store_1,item_2,2023-11-08,81.25
store_1,item_2,2023-11-09,76.59
store_1,item_2,2023-11-10,83.82
store_1,item_2,2023-11-11,91.27
store_1,item_2,2023-11-12,85.23
store_1,item_2,2023-11-13,70.15
store_1,item_2,2023-11-14,68.93
store_1,item_2,2023-11-15,66.19
store_1,item_2,2023-11-16,72.92
store_1,item_2,2023-11-17,96.2
store_1,item_2,2023-11-18,101.85
store_1,item_2,2023-11-19,87.7
store_1,item_2,2023-11-20,81.21
store_1,item_2,2023-11-21,73.81
store_1,item_2,2023-11-22,67.53
store_1,item_2,2023-11-23,79.3
store_1,item_2,2023-11-24,91.77
store_1,item_2,2023-11-25,99.69
store_1,item_2,2023-11-26,82.93
store_1,item_2,2023-11-27,89.79
store_1,item_2,2023-11-28,83.78
store_1,item_2,2023-11-29,75.73
store_1,item_2,2023-11-30,74.34
store_1,item_2,2023-12-01,95.94
store_1,item_2,2023-12-02,100.07
store_1,item_2,2023-12-03,98.61
store_1,item_2,2023-12-04,85.82
store_1,item_2,2023-12-05,81.79
store_1,item_2,2023-12-06,90.34
store_1,item_2,2023-12-07,83.89
store_1,item_2,2023-12-08,98.27
store_1,item_2,2023-12-09,104.68
store_1,item_2,2023-12-10,91.45
store_1,item_2,2023-12-11,85.0
store_1,item_2,2023-12-12,83.42
store_1,item_2,2023-12-13,76.25
store_1,item_2,2023-12-14,74.76
store_1,item_2,2023-12-15,104.64
store_1,item_2,2023-12-16,104.41
store_1,item_2,2023-12-17,100.47
store_1,item_2,2023-12-18,91.91
store_1,item_2,2023-12-19,85.54
store_1,item_2,2023-12-20,89.59
store_1,item_2,2023-12-21,85.45
store_1,item_2,2023-12-22,98.25
store_1,item_2,2023-12-23,94.35
store_1,item_2,2023-12-24,96.62
store_1,item_2,2023-12-25,82.08
store_1,item_2,2023-12-26,90.19
store_1,item_2,2023-12-27,87.23
store_1,item_2,2023-12-28,85.04
store_1,item_2,2023-12-29,104.02
store_1,item_2,2023-12-30,102.31
store_1,item_2,2023-12-31,100.99
store_1,item_3,2023-01-01,122.63
store_1,item_3,2023-01-02,95.49
store_1,item_3,2023-01-03,96.4
store_1,item_3,2023-01-04,97.59
